udi,product_id,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,temp_difference,power_w,overstrain_index
954,L48133,L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,10.600000000000023,5667.433147075986,2197.6
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,10.599999999999966,6293.133683915954,2932.5
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,10.699999999999989,4182.496547503699,1546.6
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,10.599999999999966,5503.065019440169,2447.2000000000003
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,10.699999999999989,5824.376644073821,3248.1
959,L48138,L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,10.599999999999966,6973.539820830432,3998.4
960,L48139,L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,10.699999999999989,5547.633747219096,3027.2000000000003
961,L48140,L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,10.699999999999989,6088.259954999851,3335.2
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,10.699999999999989,6332.037072942907,3645.0
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,10.800000000000011,6695.362263330568,3974.4
964,L48143,L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,10.800000000000011,5364.122848347404,3002.0
965,L48144,L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,10.800000000000011,4765.733223642645,2541.4
966,L48145,L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,10.800000000000011,7343.158668500782,4603.5
967,M15826,M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,10.699999999999989,5533.412804473846,3252.2000000000003
968,M15827,M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,10.700000000000045,6192.6236629521045,4014.4
969,L48148,L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,10.800000000000011,6625.859761857648,4376.3
970,L48149,L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,10.700000000000045,6062.436063387343,4469.0
971,L48150,L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,10.699999999999989,5763.440218569691,3896.1000000000004
972,L48151,L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,10.700000000000045,6701.2998734458515,4644.3
973,L48152,L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,10.800000000000011,6060.006565068567,4048.0000000000005
974,L48153,L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,10.700000000000045,5345.063852915626,3556.7999999999997
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,10.600000000000023,5569.750559500369,4188.8
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,10.600000000000023,6273.8024171208635,4452.799999999999
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,10.600000000000023,7477.995825192855,6361.2
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,10.699999999999989,4215.703181852144,2667.0
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,10.600000000000023,6759.639249023014,5456.7
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,10.600000000000023,7752.790934602355,7035.599999999999
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,10.599999999999966,6315.145776442106,5735.2
982,L48161,L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,10.600000000000023,5389.978155886448,4229.6
983,L48162,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,10.699999999999989,6207.326316570904,5395.8
984,L48163,L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,10.699999999999989,5577.101886309768,4886.0
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,10.800000000000011,7221.830360219145,6901.2
986,L48165,L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,10.800000000000011,4631.168338313882,3643.2000000000003
987,H30400,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,10.700000000000045,5574.756163795088,4745.0
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,10.800000000000011,5429.6355271502625,5103.799999999999
989,H30402,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,10.800000000000011,4811.516700580959,3988.6
990,M15849,M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,10.800000000000011,4060.791248103631,2909.7000000000003
991,L48170,L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,10.800000000000011,7151.961339603307,7824.599999999999
992,M15851,M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,10.899999999999977,6698.503855984157,6888.0
993,L48172,L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,11.0,6172.25567058133,5961.900000000001
994,M15853,M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,11.0,5598.318108697011,6084.0
995,M15854,M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,11.0,7754.623530316949,10904.8
996,L48175,L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,11.0,5870.882687322461,6264.999999999999
997,M15856,M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,10.899999999999977,6881.616819786394,9044.7
998,M15857,M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,10.899999999999977,6950.396754948985,8262.0
999,M15858,M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,10.800000000000011,4207.367489344618,3550.2
1000,L48179,L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,10.800000000000011,5423.64555715742,6175.200000000001
1001,L48180,L,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,10.800000000000011,5126.911659050351,5564.8
1002,L48181,L,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,10.800000000000011,5726.055265991971,6251.0
1003,L48182,L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,10.899999999999977,6032.905092443599,6720.0
1004,L48183,L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,10.900000000000034,7061.755742543232,9059.800000000001
1005,H30418,H,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,10.899999999999977,6263.079114196611,8232.0
1006,L48185,L,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,11.0,7525.580481919229,10452.0
1007,L48186,L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,10.900000000000034,7901.545346749832,10840.199999999999
1008,M15867,M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,11.0,5318.328899433577,0.0
1009,L48188,L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,10.900000000000034,6292.57866921382,125.10000000000001
1010,M15869,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,11.0,6381.621876992066,220.0
1011,M15870,M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,11.0,5655.872086110776,278.4
1012,M15871,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,11.100000000000023,6503.390008245206,470.79999999999995
1013,M15872,M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,11.0,5777.4412498291895,539.0
1014,M15873,M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,11.099999999999966,5035.376121100256,504.9
1015,L48194,L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,11.0,6325.177928982569,836.0
1016,L48195,L,296.2,307.2,1356,43.6,22,0,0,0,0,0,0,11.0,6191.199474282476,959.2
1017,M15876,M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,10.899999999999977,9433.961883293372,1639.1999999999998
1018,L48197,L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,10.899999999999977,5417.069156535905,853.2
1019,L48198,L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,10.899999999999977,7922.321746165573,1699.4
1020,L48199,L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0,11.0,7715.186070538886,1633.7
1021,L48200,L,296.3,307.3,1372,57.7,33,0,0,0,0,0,0,11.0,8290.076582194795,1904.1000000000001
1022,M15881,M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0,10.899999999999977,6471.1572676193755,1487.5
1023,L48202,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,11.0,5790.740658729386,1387.0
1024,L48203,L,296.2,307.3,1881,24.3,40,0,0,0,0,0,0,11.100000000000023,4786.561982935945,972.0
1025,L48204,L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0,11.100000000000023,5357.347480191162,1255.8
1026,L48205,L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,11.100000000000023,5715.080635655432,1628.0
1027,L48206,L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0,11.0,5826.774726466061,1692.8
1028,M15887,M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,11.099999999999966,7059.9440907796625,2424.0
1029,L48208,L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0,11.099999999999966,6150.484433491953,2034.8999999999999
1030,M15889,M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0,11.100000000000023,5444.421956573159,1865.6000000000001
1031,L48210,L,296.3,307.4,1760,28.4,56,0,0,0,0,0,0,11.099999999999966,5234.312239901074,1590.3999999999999
1032,L48211,L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0,11.100000000000023,5855.813514560743,2093.8
1033,L48212,L,296.3,307.4,1648,34.0,60,0,0,0,0,0,0,11.099999999999966,5867.657318864776,2040.0
1034,H30447,H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0,11.100000000000023,6191.869680715243,2356.0
1035,M15894,M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0,11.099999999999966,3916.288458014012,1279.7
1036,L48215,L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0,11.0,7111.01591535152,3388.0
1037,M15896,M,296.4,307.5,1684,31.4,72,0,0,0,0,0,0,11.100000000000023,5537.329323315321,2260.7999999999997
1038,H30451,H,296.4,307.5,1596,35.1,75,0,0,0,0,0,0,11.100000000000023,5866.358793901293,2632.5
1039,L48218,L,296.6,307.6,1498,41.1,80,0,0,0,0,0,0,11.0,6447.364939256189,3288.0
1040,L48219,L,296.7,307.7,1524,36.8,82,0,0,0,0,0,0,11.0,5873.0189703269025,3017.6
1041,L48220,L,296.7,307.7,1502,43.9,84,0,0,0,0,0,0,11.0,6904.990269129102,3687.6
1042,L48221,L,296.6,307.6,1809,25.1,86,0,0,0,0,0,0,11.0,4754.89472898776,2158.6
1043,L48222,L,296.6,307.6,1542,37.4,88,0,0,0,0,0,0,11.0,6039.272053554874,3291.2
1044,L48223,L,296.5,307.6,1431,45.2,90,0,0,0,0,0,0,11.100000000000023,6773.3994248457375,4068.0000000000005
1045,L48224,L,296.5,307.6,1512,43.6,92,0,0,0,0,0,0,11.100000000000023,6903.461360704355,4011.2000000000003
1046,H30459,H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,11.100000000000023,7757.471907656203,4963.2
1047,L48226,L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,11.100000000000023,6662.459316271969,4732.2
1048,M15907,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,11.099999999999966,8119.17394183951,5312.6
1049,L48228,L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0,11.100000000000023,5637.535656989324,3484.0
1050,L48229,L,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,11.100000000000023,6549.487644448882,4685.200000000001
1051,L48230,L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0,11.0,5039.617271182603,3110.4
1052,L48231,L,296.6,307.7,1556,37.7,110,0,0,0,0,0,0,11.099999999999966,6142.986499025386,4147.0
1053,L48232,L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,11.0,4822.899737962466,2676.7999999999997
1054,M15913,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,11.0,5368.3221105277025,3659.4
1055,H30468,H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,11.0,5196.560768180437,3568.5
1056,L48235,L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0,11.0,6106.4183605376,4806.8
1057,L48236,L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,11.0,6473.513462109568,4898.0
1058,L48237,L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,11.0,5995.959962837383,4586.4
1059,L48238,L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0,11.100000000000023,5260.753978068788,4006.4
1060,M15919,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,11.199999999999989,4180.014689307363,2769.0
1061,H30474,H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,11.199999999999989,8022.706103423278,7155.4
1062,L48241,L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,11.199999999999989,7449.972818722835,6913.8
1063,L48242,L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0,11.099999999999966,7040.099697184487,6860.0
1064,M15923,M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,11.0,5715.520458626934,4657.599999999999
1065,M15924,M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,11.099999999999966,6536.470978887507,6423.5
1066,L48245,L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,11.099999999999966,4533.695190248502,3729.6
1067,M15926,M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,10.900000000000034,6515.998266761613,6045.0
1068,L48247,L,296.9,307.8,1466,45.7,153,0,0,0,0,0,0,10.900000000000034,7015.825657947749,6992.1
1069,L48248,L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,11.0,6963.214452975632,7393.5
1070,M15929,M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,10.900000000000034,4740.03499573628,3862.2000000000003
1071,M15930,M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,10.900000000000034,5753.764113196634,5952.0
1072,L48251,L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,10.900000000000034,7326.979466334795,8003.3
1073,M15932,M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,10.899999999999977,6841.0064987509895,7623.000000000001
1074,L48253,L,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,10.800000000000011,7033.5023526119485,7980.0
1075,L48254,L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0,10.899999999999977,5294.7878984826775,5389.0
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,10.900000000000034,7676.21984965886,9374.0
1077,L48256,L,296.9,307.7,1653,35.9,177,0,0,0,0,0,0,10.800000000000011,6214.353012139433,6354.3
1078,L48257,L,296.8,307.6,1547,36.5,179,0,0,0,0,0,0,10.800000000000011,5913.053332709149,6533.5
1079,H30492,H,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,10.800000000000011,5341.210165927223,5574.8
1080,L48259,L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,10.699999999999989,5166.192039195735,5301.0
1081,L48260,L,297.0,307.8,1774,28.0,188,0,0,0,0,0,0,10.800000000000011,5201.63967630374,5264.0
1082,L48261,L,297.0,307.8,1521,40.2,190,0,0,0,0,0,0,10.800000000000011,6403.005650987501,7638.000000000001
1083,H30496,H,297.1,307.9,1420,39.8,192,0,0,0,0,0,0,10.799999999999955,5918.341680342691,7641.599999999999
1084,L48263,L,297.0,307.8,1683,32.3,197,0,0,0,0,0,0,10.800000000000011,5692.660136084312,6363.099999999999
1085,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,10.699999999999989,7388.58609827169,9372.9
1086,L48265,L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,10.800000000000011,8180.078951417103,11392.8
1087,L48266,L,297.0,307.9,1455,49.0,204,0,0,0,0,0,0,10.899999999999977,7465.994941256143,9996.0
1088,H30501,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,10.900000000000034,5807.150244356636,7374.799999999999
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,10.900000000000034,6399.298571656264,0.0
1090,M15949,M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,10.800000000000011,3679.852194904844,52.5
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,10.800000000000011,6347.02246990053,248.39999999999998
1092,L48271,L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,10.699999999999989,7030.968134538053,371.2
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,10.700000000000045,5646.4891960520545,320.0
1094,M15953,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,10.699999999999989,5923.5357801966275,509.6
1095,L48274,L,296.9,307.5,1354,44.4,16,0,0,0,0,0,0,10.600000000000023,6295.500350381658,710.4
1096,L48275,L,296.9,307.5,2721,9.3,18,1,0,0,1,0,0,10.600000000000023,2649.9648192295267,167.4
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,10.600000000000023,6298.264951916816,716.0
1098,H30511,H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,10.600000000000023,7065.975948674553,1062.6
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,10.5,6036.664531652395,1023.3
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,10.599999999999966,6767.074351636509,1317.0
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,10.699999999999989,5324.999547834699,990.0
1102,H30515,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,10.800000000000011,5654.364121637053,1276.8
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,10.699999999999989,7729.951556010757,2356.4
1104,M15963,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,10.699999999999989,6241.087965621484,1741.5000000000002
1105,L48284,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,10.799999999999955,6210.960092073557,2049.6000000000004
1106,M15965,M,296.6,307.5,1734,27.0,50,0,0,0,0,0,0,10.899999999999977,4902.769495192231,1350.0
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,10.900000000000034,6224.961123333055,2045.8000000000002
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,10.800000000000011,6679.183061164579,2315.5
1109,L48288,L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0,10.799999999999955,7213.431835858547,2656.3999999999996
1110,L48289,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,10.899999999999977,5723.00792111799,2106.0
1111,L48290,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0,10.899999999999977,7103.140989766522,3255.0
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,10.899999999999977,7377.967515102558,3148.8
1113,M15972,M,296.5,307.4,1350,55.6,69,0,0,0,0,0,0,10.899999999999977,7860.264819281662,3836.4
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,10.799999999999955,4836.167730936128,1857.6000000000001
1115,H30528,H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,10.900000000000034,6031.439015871924,2805.0
1116,M15975,M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0,10.900000000000034,4154.3059894254875,1528.0
1117,L48296,L,296.4,307.3,1487,37.5,83,0,0,0,0,0,0,10.900000000000034,5839.435344860028,3112.5
1118,L48297,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,10.899999999999977,6491.169212822743,3459.5000000000005
1119,L48298,L,296.5,307.5,1443,41.8,87,0,0,0,0,0,0,11.0,6316.423357454565,3636.6
1120,L48299,L,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,11.0,8293.176286946336,5259.900000000001
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,11.099999999999966,5369.400724005435,2821.0
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,11.0,6142.002133327261,3859.2000000000003
1123,L48302,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,11.100000000000023,6212.865991616734,3773.0
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,11.099999999999966,9042.320471121358,6230.0
1125,M15984,M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,11.100000000000023,9089.884183896707,7245.0
1126,M15985,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,11.100000000000023,7401.068693081954,5551.2
1127,L48306,L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0,11.099999999999966,5502.478588811498,3418.8
1128,M15987,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,11.100000000000023,5672.962350146304,3661.2
1129,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,11.099999999999966,4863.56241887543,2923.2
1130,L48309,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,11.199999999999989,5238.50103010586,3522.4
1131,L48310,L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,11.099999999999966,6880.559150259685,5626.5
1132,L48311,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,11.099999999999966,5207.985693463991,4108.2
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,11.099999999999966,8172.266857685176,7675.0
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,11.099999999999966,7112.796151188554,6083.3
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,10.900000000000034,7571.049799592185,6591.0
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0,11.0,6301.197105060168,5213.6
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,10.900000000000034,6212.153897281921,5143.5
1138,L48317,L,296.9,307.8,1653,29.7,137,0,0,0,0,0,0,10.900000000000034,5141.122129820088,4068.9
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,11.0,6251.350501623209,5782.400000000001
1140,M15999,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0,10.899999999999977,5471.366349565447,4695.299999999999
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0,11.0,6497.651365664648,6451.2
1142,L48321,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0,10.899999999999977,5410.450868012342,4645.2
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,11.0,6541.81168639861,6541.099999999999
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,10.899999999999977,6071.31629862149,5919.200000000001
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,10.899999999999977,9378.031062083963,10572.3
1146,L48325,L,297.0,307.8,1553,33.3,155,0,0,0,0,0,0,10.800000000000011,5415.571664037692,5161.5
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,10.899999999999977,6756.916535389903,6625.400000000001
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0,10.899999999999977,4530.5954854969605,4070.4
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,10.899999999999977,8187.4093342754795,9396.0
1150,L48329,L,297.2,308.1,1446,38.5,164,0,0,0,0,0,0,10.900000000000034,5829.853487266579,6314.0
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,10.799999999999955,7623.598172711231,8300.0
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,10.899999999999977,6743.428630930492,8013.6
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0,10.799999999999955,6044.225297972034,6510.999999999999
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,10.899999999999977,6914.519766844991,7843.2
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,11.0,5091.202222554546,5292.3
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,10.899999999999977,5277.43583505935,4886.7
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,10.800000000000011,5983.980022851694,7488.8
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,10.800000000000011,6166.695051584477,7030.8
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,10.899999999999977,7173.010010382359,9110.7
1160,L48339,L,297.0,307.8,1609,35.6,193,0,0,0,0,0,0,10.800000000000011,5998.389461156159,6870.8
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,10.699999999999989,4570.933535169053,4641.0
1162,L48341,L,297.0,307.8,1316,61.2,200,1,0,0,0,1,0,10.800000000000011,8434.045301533302,12240.0
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0,10.900000000000034,8371.297224265601,11534.2
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,11.0,6742.454737207879,9608.4
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,11.0,5565.457049540462,6241.8
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,11.0,5387.85234485752,7196.8
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,11.0,5945.589760624827,7917.000000000001
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,11.100000000000023,7487.986089831272,11182.5
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,11.0,6104.240189631111,7911.999999999999
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,11.100000000000023,6200.823219777974,9482.900000000001
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0,11.0,4638.969960070296,5321.7
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,11.100000000000023,6576.798556584087,9190.8
1173,L48352,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,11.0,5542.146432050826,8308.2
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,10.899999999999977,6334.4142113841235,8885.199999999999
1175,M16034,M,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,11.0,6286.201236127032,0.0
1176,M16035,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0,11.100000000000023,6246.365841279513,113.39999999999999
1177,M16036,M,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,11.100000000000023,6285.07026277174,252.0
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,11.100000000000023,6618.03719615021,354.59999999999997
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,11.199999999999989,8842.452346499975,724.8
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,11.099999999999966,6549.11065333045,607.6
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,11.099999999999966,5707.603645139888,569.6
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,11.100000000000023,7523.685054351565,1094.1000000000001
1183,L48362,L,297.3,308.3,1410,48.1,23,0,0,0,0,0,0,11.0,7102.198511970445,1106.3
1184,L48363,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0,11.099999999999966,6416.860074589832,1012.5
1185,L48364,L,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,11.199999999999989,7446.359987171207,1282.5
1186,L48365,L,297.3,308.4,1491,46.5,29,0,0,0,0,0,0,11.099999999999966,7260.377702078691,1348.5
1187,L48366,L,297.3,308.4,1417,47.8,31,0,0,0,0,0,0,11.099999999999966,7092.941285617866,1481.8
1188,M16047,M,297.4,308.6,1522,38.0,33,0,0,0,0,0,0,11.200000000000045,6056.571757100643,1254.0
1189,L48368,L,297.3,308.4,1339,52.1,36,0,0,0,0,0,0,11.099999999999966,7305.449084682194,1875.6000000000001
